RESPID,Willing,Q4,Registered,Unregistered_but_willing,Q14B,Q14C,Q14D,Q6A,Q6A1A,Q6A1B,Q6A1C,Q6A1D,Q6A1E,Q6A1F,Q6A1G,Q6BB,Q6BC,Q6BDA,Q6BDB,Q6BDC,Belief_body,Q12B,Q14FA,Q14G,Q15A,Q15B,Q15C,Q15D,Belief_Minorities,HU_Q16A,Q16B,HU_Q16B,Q16C,HU_Q16C,Belief_Costs,HU_Q16D,Q16E,HU_Q16E,Belief_Need,HU_Q16F,Belief_Doctors,HU_Q16G,Q16H,HU_Q16H,Belief_Undeserving,HU_Q16I,Q16J,HU_Q16J,Belief_Fair,HU_Q16K,Q16AA,Q17C,Q18A,Q18B,Q22A,Q22B,Q22C,Q22D,Q22E,Q22F,Q23A,Q23B,Q23C,Q29,,Q30,D1,D3,D4A,D12,D13,Coverage,D15,Income,Urban,Sex,AgeCat,EduCat,D4Married,D7Healthcare,D9LowIncome,Hispanic,RaceCat,RaceCALC,Region,Q4Q13UnregSupporter,Devout,Religion,DevReligion,CallGroup,Over50,Q23Any,Q26A2cat,Q26B2cat,Q1_miss,Q1_nomiss
608046,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,1,1,3,3,2,1,2,1,3,0,3,0,2,1,2,1,3,0,1,1,3,0,1,1,3,0,1,2,3,1,3,1,2,4,4,2,1,2,2,10,,4,2,3,1,1,5,1,1,7,1,2,1,2,0,0,0,0,1,1,4,0,0,10,0,N/A,0,1,6,N/A,1,1
608047,1,1,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,1,2,1,1,1,1,4,0,4,0,1,1,2,1,1,1,1,1,2,1,1,1,4,0,1,1,1,1,N/A,2,1,1,1,1,1,4,4,1,2,2,2,12,,1,2,2,1,1,4,1,2,1,0,2,1,1,0,0,1,0,1,1,3,1,1,12,12,N/A,0,0,N/A,N/A,1,1
608048,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,2,1,3,2,4,0,4,0,3,0,3,0,1,1,1,1,4,0,2,1,4,0,1,1,2,1,N/A,2,1,1,2,1,4,4,4,1,2,2,2,3,,2,2,2,2,1,1,1,2,5,1,2,1,1,1,0,0,0,1,1,1,0,0,3,0,N/A,0,0,N/A,N/A,1,1
608049,0,2,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,2,1,2,2,2,3,3,3,0,2,1,3,0,3,0,2,1,2,1,3,0,2,1,3,0,2,1,2,1,N/A,2,3,3,2,2,3,2,3,2,2,2,2,11,,2,2,2,1,1,1,1,2,1,1,2,1,1,0,0,1,0,1,1,2,1,0,11,0,N/A,0,0,N/A,6,2,2
608051,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,2,1,2,3,2,3,3,3,0,2,1,3,0,3,0,3,0,2,1,3,0,2,1,3,0,1,1,2,1,N/A,2,1,1,2,1,3,4,3,2,1,2,2,11,,1,2,4,2,1,2,2,N/A,6,1,2,1,2,1,0,0,0,1,1,4,0,1,11,11,N/A,0,1,8,8,2,2
608052,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,2,2,1,1,4,0,3,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,4,0,1,2,3,3,4,1,4,4,4,1,2,2,2,9,,4,1,5,1,1,1,1,1,5,1,1,1,3,0,0,0,0,1,1,4,0,0,9,0,N/A,0,0,N/A,N/A,1,1
608053,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,2,2,3,0,4,0,4,0,3,0,1,1,1,1,3,0,1,1,3,0,1,1,2,1,N/A,2,3,3,2,1,3,4,4,1,2,1,2,12,,4,2,4,2,1,3,1,1,6,0,2,1,2,1,0,0,0,1,1,1,0,0,12,0,N/A,0,1,N/A,5,1,1
608054,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,3,3,4,4,3,0,4,0,3,0,3,0,2,1,1,1,4,0,1,1,3,0,1,1,2,1,N/A,2,3,3,4,1,3,4,4,1,2,1,2,9,,4,1,3,1,1,6,1,1,4,1,1,3,2,0,0,0,0,1,1,3,0,0,9,0,N/A,1,1,N/A,N/A,2,2
608055,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,3,2,3,3,2,1,3,0,3,0,3,0,2,1,2,1,3,0,2,1,3,0,2,1,2,1,1,2,3,3,3,2,2,4,3,2,2,2,2,5,,1,1,5,5,1,6,1,3,4,1,1,4,3,0,0,0,0,1,1,4,0,1,5,5,N/A,1,0,5,N/A,1,1
608056,0,3,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,1,1,1,2,2,1,3,3,2,1,4,0,4,0,2,1,2,1,2,1,3,0,1,1,2,1,2,1,3,0,2,1,3,1,3,2,3,4,3,2,2,2,2,12,,4,2,3,1,1,1,1,3,2,1,2,1,2,0,0,1,0,1,1,4,N/A,0,12,0,N/A,0,0,N/A,N/A,2,2
608058,0,2,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,3,1,1,2,2,1,3,3,3,0,2,1,3,0,3,0,2,1,2,1,4,0,2,1,3,0,2,1,2,1,N/A,1,1,3,3,1,4,4,3,2,2,2,2,8,,2,2,3,6,1,3,1,1,3,1,2,1,2,0,0,1,0,1,1,4,1,0,8,0,N/A,0,0,8,9,2,2
608059,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,2,3,0,3,0,3,0,2,1,2,1,2,1,3,0,2,1,3,0,2,1,3,0,N/A,2,3,3,3,2,4,4,4,2,2,2,2,2,,2,1,6,2,1,1,1,1,8,1,1,1,4,1,1,0,0,1,1,3,0,0,2,0,N/A,0,0,8,N/A,1,1
608060,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,2,1,2,2,1,1,4,0,3,0,3,0,1,1,1,1,4,0,2,1,4,0,1,1,3,0,1,2,3,3,4,1,4,4,4,2,1,2,2,11,,1,2,2,2,1,3,2,N/A,2,1,2,1,1,1,0,1,0,1,1,1,0,1,11,11,N/A,0,1,10,10,1,1
608061,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,2,1,2,2,2,4,4,2,1,3,0,2,1,2,1,2,1,2,1,3,0,2,1,4,0,2,1,2,1,1,1,1,1,3,1,2,4,4,2,2,2,2,9,,4,2,5,1,1,1,1,1,4,1,2,1,3,0,0,0,0,1,1,1,0,0,9,0,N/A,0,0,N/A,N/A,2,2
608062,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,1,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,4,3,3,4,3,2,2,2,2,11,,2,2,5,2,1,1,1,1,5,1,2,1,3,1,0,0,0,1,1,3,0,0,11,0,N/A,0,0,N/A,N/A,1,1
608063,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,3,0,1,1,3,0,2,2,1,3,4,3,3,4,4,1,2,2,2,9,,3,1,2,1,1,4,1,2,7,1,1,1,1,0,0,0,0,1,1,2,1,0,9,0,N/A,0,0,N/A,N/A,1,1
608064,0,2,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,4,1,1,2,2,2,4,4,2,1,4,0,2,1,2,1,1,1,1,1,2,1,2,1,4,0,1,1,2,1,1,1,3,3,3,1,3,4,4,1,2,2,2,13,,3,2,2,1,1,1,1,1,8,1,2,1,1,0,0,0,0,1,1,4,1,0,99,0,N/A,0,0,10,10,1,1
608065,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,1,2,1,1,2,2,3,0,2,1,3,0,3,0,2,1,2,1,2,1,2,1,3,0,2,1,3,0,N/A,1,1,1,3,4,3,4,2,2,1,2,N/A,13,,4,2,2,1,1,3,1,2,1,1,2,1,1,0,0,1,0,1,1,4,1,0,99,0,N/A,0,1,N/A,N/A,2,2
608066,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,2,2,3,3,2,1,4,0,2,1,2,1,3,0,2,1,4,0,2,1,3,0,1,1,3,0,1,2,3,3,4,2,3,4,4,2,2,2,2,9,,4,2,2,2,1,3,1,1,3,1,2,1,1,1,0,1,0,1,1,3,0,0,9,0,N/A,0,0,N/A,N/A,2,2
608067,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,2,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,4,2,2,2,2,2,2,12,,2,2,3,1,1,1,2,N/A,2,1,2,1,2,0,0,1,0,1,1,3,0,0,12,0,N/A,0,0,N/A,N/A,2,2
608068,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,0,2,1,1,2,2,1,2,2,1,1,1,2,1,9,,2,2,3,1,1,1,1,3,7,1,2,1,2,0,0,0,0,1,1,2,N/A,0,9,0,N/A,0,1,10,8,1,1
608069,1,1,2,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,1,1,3,3,3,0,1,1,4,0,2,1,2,1,2,1,3,0,3,0,2,1,2,1,3,0,N/A,1,2,2,3,1,4,4,3,1,2,2,2,11,,2,2,2,2,1,1,1,3,2,0,2,1,1,1,0,1,0,1,1,4,1,0,11,0,N/A,0,0,N/A,N/A,1,1
608070,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,4,1,4,4,2,1,4,0,4,0,4,0,2,1,1,1,4,0,1,1,4,0,1,1,2,1,2,2,3,3,4,1,4,4,4,1,2,2,2,3,,1,2,3,2,1,1,1,1,6,1,2,2,2,1,0,0,0,1,1,1,0,1,3,3,N/A,0,0,N/A,N/A,2,2
608071,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,3,3,1,2,1,1,1,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,4,0,4,0,2,1,N/A,2,2,2,2,2,2,2,3,3,2,2,2,11,,1,2,2,1,1,1,1,3,1,1,2,1,1,0,0,1,0,1,1,2,0,1,11,11,N/A,0,0,N/A,N/A,1,1
608072,0,2,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,3,3,1,2,1,1,3,3,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,1,3,0,2,1,3,0,N/A,2,3,3,3,3,3,3,4,2,2,2,2,3,,4,2,3,1,1,1,2,N/A,1,1,2,1,2,0,0,1,0,1,1,2,1,0,3,0,N/A,0,0,N/A,N/A,2,2
608073,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,1,2,1,4,0,3,0,4,0,1,1,1,1,4,0,1,1,3,0,1,1,2,1,2,2,3,1,2,1,3,4,4,1,2,2,2,10,,4,2,5,2,1,2,1,1,3,1,2,1,3,1,1,1,0,1,1,3,0,0,10,0,N/A,0,0,N/A,N/A,1,1
608074,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,4,1,1,2,1,1,2,2,4,0,2,1,3,0,4,0,2,1,2,1,4,0,1,1,4,0,1,1,2,1,N/A,2,3,3,4,1,4,4,4,1,2,2,2,11,,2,2,3,1,1,3,1,2,1,0,2,1,2,0,0,1,0,1,1,1,0,0,11,0,N/A,0,0,N/A,N/A,1,1
608075,0,2,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,1,2,2,2,1,2,1,2,2,1,3,0,2,1,2,1,2,1,4,0,1,1,3,0,2,1,2,1,4,0,2,2,3,3,2,2,2,2,2,2,2,2,2,12,,1,2,3,1,1,4,1,2,2,1,2,1,2,0,0,1,0,1,1,3,1,1,12,12,N/A,0,0,N/A,N/A,1,1
608076,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,4,1,1,2,1,1,2,2,3,0,4,0,4,0,3,0,2,1,2,1,4,0,1,1,3,0,1,1,2,1,N/A,2,3,3,3,2,4,4,1,1,1,2,2,12,,4,2,3,N/A,1,4,1,2,3,0,2,1,2,0,0,1,0,1,1,3,0,0,12,0,N/A,0,1,N/A,N/A,2,2
608077,0,3,2,4,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,1,1,1,2,1,1,3,3,2,1,1,1,2,1,3,0,3,0,2,1,2,1,1,1,3,0,2,1,3,0,1,1,1,1,4,2,3,4,3,1,2,2,2,3,,1,1,5,2,1,6,1,3,7,0,1,4,3,1,0,0,0,1,1,1,N/A,1,3,3,N/A,1,0,10,N/A,1,1
608078,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,3,3,1,1,4,0,4,0,2,1,2,1,1,1,4,0,1,1,2,1,2,1,1,1,1,2,3,3,2,1,4,4,4,1,2,2,2,6,,4,2,5,2,1,2,1,3,6,1,2,4,3,1,0,0,0,1,1,2,0,0,6,0,N/A,1,0,N/A,6,1,1
608079,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,1,2,3,2,3,3,3,0,2,1,2,1,1,1,2,1,1,1,2,1,1,1,3,0,1,1,3,0,N/A,2,1,1,3,3,2,2,2,2,2,2,2,13,,1,2,5,2,1,1,1,1,8,1,2,3,3,1,0,0,0,1,1,4,1,1,99,0,N/A,1,0,8,8,2,2
608080,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,4,1,1,2,1,1,2,3,2,1,4,0,4,0,3,0,1,1,1,1,4,0,2,1,3,0,1,1,2,1,2,2,1,1,3,1,4,4,4,2,2,2,2,12,,4,1,6,2,1,4,1,2,1,1,1,3,4,1,0,1,0,1,1,4,0,0,12,0,N/A,1,0,N/A,N/A,2,2
608081,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,1,1,1,4,0,4,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,2,1,1,2,1,1,3,1,4,4,4,1,1,2,2,9,,4,2,6,2,1,3,1,1,7,1,2,2,4,1,0,0,0,1,1,2,0,0,9,0,N/A,0,1,N/A,N/A,1,1
608082,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,3,2,3,3,2,1,3,0,3,0,3,0,2,1,2,1,3,0,2,1,3,0,2,1,2,1,2,2,3,3,2,2,4,4,4,2,2,2,2,1,,2,1,6,2,1,6,1,1,7,1,1,4,4,1,0,0,0,1,1,2,1,0,1,0,N/A,1,0,10,10,2,2
608083,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,4,2,2,2,1,4,0,4,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,2,1,1,2,3,3,3,1,4,4,4,2,1,2,2,11,,2,2,5,2,1,1,1,1,5,1,2,1,3,1,0,0,0,1,1,1,0,0,11,0,N/A,0,1,N/A,N/A,1,1
608084,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,2,1,2,2,1,2,3,2,1,3,0,3,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,2,1,1,2,3,3,3,1,2,4,1,1,2,2,2,1,,2,1,6,2,1,6,1,3,8,0,1,4,4,1,0,0,0,2,2,3,0,0,1,0,N/A,1,0,8,N/A,1,1
608085,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,1,1,1,1,4,0,4,0,3,0,3,0,1,1,1,1,3,0,1,1,4,0,1,1,2,1,N/A,2,1,1,3,1,4,4,4,2,1,1,2,11,,2,2,5,1,1,1,1,1,5,1,2,1,3,0,1,0,0,4,4,3,0,0,11,0,N/A,0,1,N/A,N/A,1,1
608087,0,2,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,3,2,1,2,3,2,3,4,3,0,3,0,3,0,2,1,3,0,3,0,3,0,2,1,2,1,2,1,3,0,N/A,1,3,3,2,2,3,3,3,2,2,2,2,1,,2,1,5,1,1,6,1,1,5,1,1,4,3,0,0,0,0,1,1,3,1,0,1,0,N/A,1,0,8,N/A,1,1
608088,0,4,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,1,1,2,4,3,4,4,3,0,2,1,2,1,3,0,2,1,2,1,3,0,2,1,3,0,3,0,2,1,N/A,1,3,3,3,2,2,3,3,2,2,2,2,13,,2,1,6,2,1,6,1,3,7,0,1,4,4,1,0,0,0,1,1,3,N/A,0,99,0,N/A,1,0,N/A,10,2,2
608089,1,2,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,3,2,4,3,3,0,2,1,2,1,4,0,2,1,3,0,2,1,2,1,3,0,1,1,2,1,N/A,1,3,3,1,3,4,4,4,1,2,2,2,6,,3,2,2,2,1,4,1,3,5,1,2,4,1,1,0,0,0,1,1,3,1,0,6,0,N/A,1,0,N/A,9,2,2
608090,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,4,1,1,2,1,1,2,2,2,1,4,0,3,0,3,0,2,1,2,1,4,0,1,1,4,0,1,1,2,1,2,2,3,3,3,2,4,4,4,2,2,2,2,1,,2,1,5,2,1,6,1,1,8,1,1,3,3,1,0,0,0,1,1,4,0,0,1,0,N/A,1,0,N/A,N/A,1,1
608092,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,2,2,1,1,2,3,3,0,3,0,2,1,3,0,2,1,1,1,3,0,1,1,3,0,1,1,2,1,N/A,2,3,3,2,1,3,4,4,1,2,2,2,1,,1,2,6,6,1,1,1,1,6,1,2,3,4,0,0,0,0,1,1,3,0,1,1,1,N/A,1,0,N/A,N/A,2,2
608093,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,1,3,0,2,1,4,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,1,1,N/A,2,1,3,4,1,4,4,4,1,2,2,2,1,,1,2,2,4,1,6,1,3,1,1,2,4,1,0,0,1,0,1,1,2,0,1,1,1,N/A,1,0,7,7,2,2
608096,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,1,2,2,2,2,2,3,0,2,1,4,0,3,0,2,1,2,1,2,1,2,1,3,0,2,1,2,1,N/A,2,3,3,3,3,3,2,2,2,2,2,2,12,,2,1,3,1,1,7,1,3,2,1,1,2,2,0,0,1,0,1,1,4,1,0,12,0,N/A,0,0,N/A,10,2,2
608097,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,2,1,2,2,3,2,3,2,3,0,2,1,1,1,4,0,3,0,1,1,2,1,3,0,1,1,2,1,3,0,N/A,2,1,2,2,3,4,2,2,3,2,1,1,12,,4,2,5,2,1,2,1,2,2,1,2,1,3,1,0,1,0,1,1,3,N/A,0,12,0,N/A,0,1,N/A,6,1,1
608098,0,2,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,2,1,2,1,1,2,2,2,1,3,0,3,0,2,1,2,1,3,0,2,1,2,1,3,0,2,1,2,1,2,1,3,3,2,2,2,4,3,2,2,2,2,13,,2,2,2,2,1,3,2,N/A,5,1,2,1,1,1,0,0,0,1,1,3,1,0,99,0,N/A,0,0,N/A,N/A,2,2
608099,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,1,1,2,2,1,3,3,2,1,3,0,3,0,2,1,1,1,1,1,2,1,2,1,4,0,N/A,N/A,3,0,2,2,1,1,3,1,4,4,4,2,2,1,2,1,,1,2,5,4,1,7,1,2,2,1,2,3,3,0,0,1,0,1,1,2,0,1,1,1,N/A,1,1,2,3,1,1
608100,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,2,2,2,1,3,0,3,0,2,1,3,0,1,1,4,0,1,1,4,0,1,1,2,1,1,2,3,3,2,1,4,4,4,1,1,2,2,1,,1,2,3,2,1,6,1,3,4,1,2,4,2,1,0,0,0,1,1,4,0,1,1,1,N/A,1,1,N/A,N/A,2,2
608102,1,3,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,1,2,3,3,3,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,1,6,1,1,1,1,1,8,1,1,3,4,0,0,0,0,1,1,2,N/A,0,1,0,N/A,1,0,N/A,N/A,2,2
608103,0,2,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,1,1,2,2,2,2,2,4,0,4,0,4,0,2,1,2,1,2,1,4,0,2,1,2,1,3,0,2,1,N/A,1,3,3,2,1,3,4,4,2,2,2,2,11,,1,2,5,2,1,6,1,1,5,1,2,3,3,1,0,0,0,1,1,4,1,1,11,11,N/A,1,0,N/A,N/A,1,1
608104,0,2,2,3,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,2,1,2,3,2,3,3,4,0,3,0,3,0,3,0,2,1,2,1,2,1,2,1,3,0,2,1,2,1,N/A,1,3,3,3,2,2,2,3,2,2,2,2,3,,2,1,2,2,1,1,2,N/A,5,1,1,3,1,1,0,0,0,1,1,1,1,0,3,0,N/A,1,0,5,N/A,2,2
608105,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,1,1,2,4,2,4,4,3,0,3,0,3,0,2,1,2,1,1,1,2,1,2,1,3,0,3,0,2,1,N/A,2,3,3,1,1,1,3,1,2,1,1,2,2,,1,2,6,2,1,1,1,1,7,1,2,3,4,1,1,0,0,1,1,1,0,1,2,2,N/A,1,1,9,N/A,1,1
608106,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,4,1,1,2,3,1,3,4,2,1,4,0,4,0,4,0,3,0,1,1,3,0,1,1,3,0,2,1,2,1,2,2,3,3,3,1,3,4,4,1,2,2,2,12,,4,2,6,4,1,6,1,3,8,1,2,4,4,0,0,0,0,1,1,3,0,0,12,0,N/A,1,0,N/A,10,1,1
608107,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,1,1,3,3,4,0,3,0,4,0,3,0,1,1,1,1,3,0,1,1,3,0,1,1,1,1,N/A,2,3,3,2,1,4,4,4,1,2,2,2,1,,1,2,3,4,1,6,1,3,6,1,2,4,2,0,0,0,0,1,1,3,0,1,1,1,N/A,1,0,10,10,2,2
608108,0,2,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,4,1,1,2,3,3,3,3,3,0,3,0,4,0,4,0,3,0,1,1,4,0,2,1,3,0,1,1,2,1,N/A,1,3,3,2,1,4,4,4,1,1,2,2,1,,1,1,6,1,1,6,1,3,9,1,1,4,4,0,0,0,0,1,1,3,1,1,1,1,N/A,1,1,10,N/A,1,1
608109,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,3,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,3,0,3,0,2,1,2,1,2,1,2,1,2,1,1,1,2,1,3,3,2,2,2,2,2,3,,2,1,5,2,4,6,1,2,3,1,1,4,3,1,0,1,1,1,1,3,0,0,3,0,N/A,1,0,6,7,1,1
608110,1,2,2,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,3,2,3,3,3,0,3,0,2,1,3,0,2,1,2,1,4,0,1,1,3,0,2,1,2,1,N/A,1,3,3,2,1,4,4,4,2,2,2,2,3,,1,1,3,2,1,2,1,3,8,1,1,4,2,1,0,0,0,1,1,1,1,1,3,3,N/A,1,0,9,8,1,1
