RESPID,Willing,Q4,Registered,Unregistered_but_willing,Q14B,Q14C,Q14D,Q6A,Q6A1A,Q6A1B,Q6A1C,Q6A1D,Q6A1E,Q6A1F,Q6A1G,Q6BB,Q6BC,Q6BDA,Q6BDB,Q6BDC,Belief_body,Q12B,Q14FA,Q14G,Q15A,Q15B,Q15C,Q15D,Belief_Minorities,HU_Q16A,Q16B,HU_Q16B,Q16C,HU_Q16C,Belief_Costs,HU_Q16D,Q16E,HU_Q16E,Belief_Need,HU_Q16F,Belief_Doctors,HU_Q16G,Q16H,HU_Q16H,Belief_Undeserving,HU_Q16I,Q16J,HU_Q16J,Belief_Fair,HU_Q16K,Q16AA,Q17C,Q18A,Q18B,Q22A,Q22B,Q22C,Q22D,Q22E,Q22F,Q23A,Q23B,Q23C,Q29,,Q30,D1,D3,D4A,D12,D13,Coverage,D15,Income,Urban,Sex,AgeCat,EduCat,D4Married,D7Healthcare,D9LowIncome,Hispanic,RaceCat,RaceCALC,Region,Q4Q13UnregSupporter,Devout,Religion,DevReligion,CallGroup,Over50,Q23Any,Q26A2cat,Q26B2cat,Q1_miss,Q1_nomiss
100631,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,1,1,2,2,4,0,2,1,4,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,5,N/A,N/A,2,3,3,2,1,4,4,4,1,2,2,2,2,,1,2,5,2,1,1,1,1,11,N/A,2,2,3,1,0,0,0,1,1,4,0,1,2,2,1,0,0,N/A,N/A,2,2
100635,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,2,3,3,4,0,4,0,4,0,3,0,2,1,1,1,4,0,1,1,4,0,1,1,2,1,N/A,2,1,1,3,1,4,5,4,1,2,2,2,9,,1,2,5,2,1,1,1,1,10,1,2,2,3,1,0,0,0,1,1,2,0,1,9,9,1,0,0,6,6,1,1
100636,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,1,1,2,3,4,0,3,0,1,1,5,N/A,1,1,1,1,4,0,1,1,4,0,1,1,1,1,N/A,2,3,1,3,1,2,4,4,5,1,1,2,11,,2,1,3,1,1,4,1,1,10,1,1,1,2,0,0,0,0,1,1,3,0,0,11,0,2,0,1,N/A,9,2,2
100645,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,2,2,4,0,4,0,4,0,4,0,2,1,1,1,4,0,1,1,4,0,1,1,2,1,N/A,1,3,3,3,1,4,4,1,1,1,2,2,9,,4,2,3,2,1,1,1,1,7,1,2,1,2,1,0,0,0,1,1,2,0,0,9,0,1,0,1,N/A,N/A,2,2
100648,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,2,2,3,0,4,0,1,1,3,0,1,1,1,1,4,0,1,1,4,0,1,1,2,1,N/A,3,3,3,2,1,4,4,4,1,2,1,2,1,,1,1,5,2,1,1,1,1,8,1,1,3,3,1,0,0,0,2,2,2,0,1,1,1,2,1,1,N/A,N/A,1,1
100666,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,2,2,1,1,1,2,2,1,2,1,3,0,5,N/A,1,1,1,1,4,0,1,1,4,0,1,1,5,N/A,1,2,3,3,2,1,4,4,4,1,1,1,2,12,,3,2,5,1,1,5,1,1,1,1,2,1,3,0,1,1,0,1,1,1,0,0,12,0,2,0,1,N/A,N/A,1,1
100667,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,2,2,5,2,2,2,2,2,2,2,6,,2,1,5,2,1,1,1,3,8,N/A,1,1,3,1,0,0,0,1,1,4,0,0,6,0,1,0,0,N/A,N/A,1,1
100679,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,3,2,1,1,1,1,5,N/A,3,0,2,1,5,N/A,5,N/A,5,N/A,3,0,1,1,3,0,1,1,2,1,N/A,2,3,3,2,1,5,5,5,2,2,3,3,13,,6,6,3,1,3,10,3,N/A,11,N/A,N/A,5,2,0,0,0,1,1,1,4,0,0,99,0,2,N/A,0,N/A,N/A,2,2
100680,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,3,3,4,0,4,0,4,0,5,N/A,1,1,1,1,5,N/A,1,1,5,N/A,1,1,5,N/A,N/A,2,3,3,3,3,3,4,4,1,2,1,1,9,,4,1,1,1,1,1,1,1,10,1,1,2,1,0,0,0,0,1,1,4,0,0,9,0,1,0,1,N/A,8,1,1
100694,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,2,2,1,1,2,2,4,0,4,0,2,1,5,N/A,1,1,1,1,4,0,1,1,4,0,1,1,5,N/A,N/A,2,3,1,1,1,4,4,4,1,2,2,2,11,,1,2,8,8,1,11,4,N/A,11,N/A,2,5,N/A,0,0,0,0,1,1,4,0,1,11,11,1,N/A,0,N/A,N/A,2,2
100710,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,2,1,2,2,1,4,4,2,1,3,0,2,1,5,N/A,3,0,1,1,2,1,1,1,4,0,1,1,2,1,1,2,1,1,4,2,3,3,4,2,2,2,2,2,,1,1,3,1,5,1,1,7,1,1,1,1,2,0,0,1,1,2,1,2,0,1,2,2,2,0,0,N/A,N/A,1,1
100762,0,2,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,2,2,1,2,4,2,4,4,3,0,3,0,2,1,3,0,3,0,1,1,2,1,3,0,1,1,1,1,2,1,N/A,1,1,1,3,3,4,2,4,1,2,2,2,3,,2,1,6,1,1,1,1,1,8,1,1,1,4,0,0,0,0,1,1,2,1,0,3,0,1,0,0,5,N/A,2,2
100763,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,1,1,2,5,5,N/A,3,0,5,N/A,5,N/A,2,1,2,1,5,N/A,2,1,5,N/A,1,1,5,N/A,N/A,2,4,4,5,5,3,3,5,1,3,3,3,13,,2,2,2,8,1,10,4,N/A,11,N/A,2,5,1,0,0,0,0,2,2,4,1,0,99,0,2,N/A,0,N/A,N/A,2,2
100778,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,3,2,2,4,4,4,1,1,4,0,5,N/A,5,N/A,2,1,5,N/A,4,0,2,1,2,1,2,1,3,0,1,2,3,1,3,1,3,4,5,4,2,2,2,11,,1,2,4,6,1,4,2,N/A,12,N/A,2,3,2,0,0,0,0,4,4,4,0,1,11,11,2,1,0,N/A,N/A,2,2
100781,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,2,1,2,2,2,2,3,5,N/A,3,0,2,1,2,1,1,1,1,1,3,0,2,1,2,1,1,1,2,1,N/A,2,1,1,3,1,4,4,4,1,1,2,2,2,,3,2,5,6,1,1,1,1,11,1,2,1,3,0,1,0,0,1,1,3,0,0,2,0,1,0,1,N/A,N/A,2,2
100790,0,5,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,5,1,1,2,3,2,3,4,1,1,1,1,5,N/A,5,N/A,1,1,1,1,1,1,1,1,4,0,1,1,5,N/A,1,1,1,1,4,1,4,5,4,1,2,2,2,3,,1,1,2,1,1,6,1,3,1,1,1,4,1,0,0,1,0,1,1,4,N/A,1,3,3,1,1,0,N/A,N/A,2,2
100849,0,2,2,5,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,4,1,1,2,1,1,2,2,4,0,4,0,1,1,4,0,2,1,2,1,4,0,1,1,3,0,1,1,5,N/A,N/A,1,3,3,3,1,4,4,4,2,2,2,2,3,,1,2,2,2,1,1,1,1,4,N/A,2,4,1,1,0,0,0,1,1,4,1,1,3,3,2,1,0,N/A,N/A,1,1
100861,1,1,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,1,1,2,2,2,1,3,0,4,0,2,1,1,1,1,1,2,1,1,1,4,0,1,1,5,N/A,1,2,3,3,3,1,4,4,4,2,2,2,2,12,,4,2,3,1,1,5,1,7,11,1,2,1,2,0,0,0,0,3,3,1,1,0,12,0,1,0,0,6,7,1,1
100882,0,2,2,6,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,4,1,1,2,5,2,4,4,4,0,4,0,4,0,4,0,5,N/A,1,1,2,1,1,1,3,0,2,1,5,N/A,N/A,3,3,3,4,5,4,4,3,1,2,2,2,12,,5,2,2,2,1,2,1,8,5,1,2,3,1,1,0,0,0,1,1,1,1,0,12,0,1,1,0,N/A,N/A,2,2
100912,1,2,2,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,4,0,1,1,4,0,1,1,1,1,1,2,1,3,4,1,4,4,1,1,1,1,2,11,,1,1,2,1,1,1,1,1,6,1,1,3,1,0,0,0,0,2,2,2,1,1,11,11,1,1,1,N/A,N/A,1,1
100915,0,2,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,2,1,2,2,1,2,4,5,N/A,2,1,1,1,5,N/A,2,1,5,N/A,2,1,1,1,5,N/A,2,1,5,N/A,N/A,1,3,4,5,2,2,3,5,5,2,2,2,11,,1,2,6,1,1,6,1,2,11,1,2,4,4,0,0,0,0,1,1,2,1,1,11,11,2,1,0,7,N/A,1,1
100923,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,1,1,2,2,2,1,4,0,3,0,3,0,2,1,2,1,4,0,2,1,3,0,2,1,5,N/A,1,2,3,3,2,2,2,3,2,2,2,2,2,7,,1,1,3,6,1,1,1,1,11,N/A,1,1,2,0,0,0,0,2,2,4,0,1,7,7,1,0,0,7,7,2,2
100926,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,2,3,4,0,4,0,3,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,5,N/A,N/A,2,3,3,1,1,4,4,3,1,1,1,2,11,,1,2,3,2,1,1,1,1,9,0,2,2,2,1,0,0,0,1,1,2,0,1,11,11,1,0,1,N/A,N/A,1,1
100936,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,3,2,3,2,3,0,2,1,1,1,1,1,2,1,1,1,4,0,1,1,4,0,2,1,1,1,N/A,2,3,3,4,1,4,4,4,1,2,2,2,2,,1,2,5,4,1,6,1,2,4,1,2,4,3,0,1,0,0,1,1,4,0,1,2,2,2,1,0,10,8,2,2
100940,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,1,4,0,1,1,2,1,3,0,2,1,1,1,4,0,4,0,3,0,1,1,2,1,N/A,1,3,3,3,2,3,4,4,2,1,2,2,3,,1,1,5,2,1,1,1,1,7,N/A,1,5,3,1,0,0,0,1,1,4,0,1,3,3,1,N/A,1,N/A,N/A,2,2
100958,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,3,1,2,1,1,1,2,1,1,3,0,2,1,5,N/A,3,0,1,1,4,0,2,1,3,0,1,1,5,N/A,1,2,1,1,4,1,2,4,5,5,2,2,2,3,,2,2,3,1,1,2,1,1,5,1,2,1,2,0,1,0,0,3,3,4,0,0,3,0,2,0,0,N/A,N/A,1,1
100964,0,2,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,3,1,1,2,5,2,3,3,5,N/A,4,0,4,0,5,N/A,2,1,1,1,2,1,1,1,3,0,2,1,5,N/A,N/A,3,1,1,5,2,2,3,4,1,2,2,2,13,,1,1,5,2,1,1,1,1,8,1,1,2,3,1,0,0,0,1,1,2,1,1,99,0,1,0,0,7,N/A,1,1
100970,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,2,2,2,1,2,2,4,0,3,0,2,1,3,0,2,1,1,1,3,0,1,1,4,0,1,1,3,0,N/A,2,3,3,3,1,4,3,3,2,2,1,2,11,,3,2,2,1,2,3,1,1,2,1,2,1,1,0,0,1,1,5,1,4,0,0,11,0,2,0,1,6,N/A,1,1
100989,0,1,2,5,N/A,N/A,N/A,2,2,2,2,1,2,2,1,1,N/A,N/A,N/A,N/A,4,2,1,2,2,1,2,2,2,1,4,0,2,1,5,N/A,5,N/A,2,1,4,0,2,1,3,0,1,1,4,0,2,3,4,2,3,1,3,4,4,1,2,1,2,12,,4,2,3,5,1,6,1,2,11,1,2,4,2,0,0,0,0,1,1,4,1,0,12,0,2,1,1,8,8,2,2
100992,0,5,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,2,5,1,2,4,4,4,4,2,1,2,1,3,0,5,N/A,1,1,2,1,4,0,2,1,5,N/A,2,1,5,N/A,1,1,1,1,4,2,3,3,3,3,2,3,2,3,,1,1,5,4,1,1,1,1,5,N/A,1,3,3,0,0,0,0,1,1,4,N/A,1,3,3,1,1,0,N/A,N/A,2,2
101024,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,2,1,2,3,3,3,3,3,0,4,0,1,1,4,0,3,0,2,1,4,0,2,1,4,0,2,1,1,1,N/A,2,3,3,1,1,2,4,4,3,3,3,3,2,,1,2,3,2,1,1,1,1,11,N/A,2,5,2,1,0,0,0,1,1,4,0,1,2,2,1,N/A,0,N/A,N/A,2,2
101025,1,2,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,1,2,1,1,1,2,1,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,3,1,4,2,1,1,1,2,8,,1,2,3,3,1,8,1,7,11,1,2,3,2,0,0,0,0,2,2,3,1,1,8,8,1,1,1,N/A,N/A,1,1
101033,0,2,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,5,1,2,1,1,4,4,4,0,1,1,1,1,4,0,1,1,1,1,5,N/A,1,1,4,0,1,1,1,1,N/A,1,3,2,1,4,4,4,1,1,2,2,2,3,,1,1,3,1,2,1,1,1,11,1,1,1,2,0,0,0,1,1,1,4,1,1,3,3,2,0,0,N/A,N/A,2,2
101040,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,4,1,1,2,2,1,3,3,3,0,4,0,4,0,5,N/A,1,1,1,1,4,0,1,1,4,0,1,1,1,1,N/A,2,1,3,4,1,5,4,4,1,2,2,2,3,,1,1,5,2,1,6,4,N/A,11,N/A,1,3,3,1,0,0,0,1,1,4,0,1,3,3,2,1,0,N/A,N/A,2,2
101041,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,3,2,3,3,4,0,1,1,3,0,5,N/A,2,1,5,N/A,1,1,1,1,1,1,1,1,1,1,N/A,2,1,1,3,2,4,4,4,2,1,2,2,11,,4,1,5,2,1,1,1,1,5,1,1,1,3,1,0,0,0,1,1,3,0,0,11,0,1,0,1,N/A,N/A,1,1
101052,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,2,2,5,2,1,4,0,4,0,5,N/A,1,1,1,1,4,0,1,1,3,0,1,1,2,1,1,2,1,3,4,1,4,4,4,1,2,2,2,1,,1,2,6,5,1,1,1,6,8,1,2,4,4,0,0,0,0,1,1,4,0,1,1,1,2,1,0,8,8,1,1
101081,1,2,2,1,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,2,1,2,3,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,6,,2,1,2,3,1,2,1,2,3,N/A,1,2,1,0,0,1,0,2,2,4,1,0,6,0,1,0,1,N/A,N/A,1,1
101083,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,2,1,1,2,1,4,0,2,1,2,1,1,1,1,1,4,0,1,1,3,0,1,1,2,1,1,2,3,3,3,1,4,4,4,1,1,1,2,3,,1,1,3,2,1,6,1,3,10,1,1,4,2,1,0,0,0,1,1,1,0,1,3,3,1,1,1,9,N/A,2,2
101087,0,2,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,2,1,1,2,2,2,3,3,2,1,1,1,2,1,5,N/A,2,1,2,1,3,0,1,1,4,0,3,0,5,N/A,1,1,3,3,4,5,4,3,3,2,2,2,2,3,,2,1,5,1,2,2,1,2,3,1,1,1,3,0,0,1,1,1,1,4,1,0,3,0,2,0,0,2,8,2,2
101090,1,2,2,1,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,2,2,2,2,2,2,2,1,3,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,1,,2,2,2,2,1,6,1,3,2,0,2,4,1,1,0,1,0,1,1,3,1,0,1,0,1,1,0,N/A,N/A,2,2
101091,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,1,1,1,1,4,0,3,0,4,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,1,1,N/A,2,3,3,4,1,4,4,4,1,1,2,2,8,,1,2,5,2,1,1,1,1,5,1,2,1,3,1,1,0,0,1,1,3,0,1,8,8,1,0,1,N/A,10,1,1
101105,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,1,1,1,2,3,0,4,0,3,0,5,N/A,2,1,1,1,2,1,2,1,3,0,1,1,5,N/A,N/A,2,1,1,4,5,4,4,4,1,2,1,1,11,,1,2,5,2,1,2,1,1,11,1,2,3,3,1,1,0,0,2,2,2,0,1,11,11,1,1,1,N/A,10,2,2
101108,1,1,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,2,1,2,2,3,0,4,0,5,N/A,4,0,2,1,1,1,4,0,1,1,4,0,1,1,1,1,N/A,2,3,3,2,1,4,4,4,2,2,1,2,2,,1,1,3,2,1,1,1,1,5,N/A,1,3,2,1,0,0,0,1,1,4,1,1,2,2,1,1,1,9,9,1,1
101118,0,2,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,4,4,1,2,4,2,2,4,1,1,4,0,5,N/A,5,N/A,1,1,1,1,4,0,5,N/A,2,1,2,1,1,1,2,5,3,3,4,1,1,4,4,1,2,2,2,12,,5,1,2,1,1,6,1,9,1,1,1,4,1,0,0,1,0,1,1,3,1,0,12,0,1,1,0,7,N/A,1,1
101119,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,5,3,2,5,3,3,4,5,N/A,3,0,4,0,3,0,2,1,5,N/A,2,1,2,1,5,N/A,1,1,2,1,N/A,3,3,3,2,2,5,3,3,2,2,2,2,1,,1,1,5,2,1,6,1,3,11,1,1,5,3,1,0,0,0,1,1,2,0,1,1,1,1,N/A,0,N/A,N/A,1,1
101122,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,3,2,1,1,4,0,4,0,5,N/A,1,1,1,1,5,N/A,3,0,1,1,1,1,3,0,1,3,3,3,4,2,3,4,4,1,2,2,2,3,,2,2,3,2,1,1,1,1,11,N/A,2,2,2,1,0,0,0,1,1,4,0,0,3,0,1,0,0,N/A,N/A,2,2
101130,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,1,1,1,2,1,1,4,0,4,0,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,4,4,2,5,2,2,5,2,1,2,2,1,,1,2,5,2,1,6,1,3,8,N/A,2,4,3,1,1,0,0,1,1,4,0,1,1,1,2,1,1,N/A,N/A,1,1
101140,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,2,1,2,2,2,5,5,1,1,2,1,4,0,1,1,2,1,1,1,5,N/A,1,1,5,N/A,1,1,5,N/A,1,2,1,1,3,5,3,4,5,1,2,2,2,2,,1,2,3,1,1,1,1,1,3,N/A,2,5,2,0,0,1,0,2,2,4,0,1,2,2,1,N/A,0,N/A,N/A,2,2
101145,1,1,2,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,1,1,1,3,3,0,2,1,1,1,4,0,2,1,1,1,1,1,3,0,2,1,1,1,3,0,N/A,2,1,1,4,1,4,3,2,2,2,2,1,11,,1,1,4,4,1,1,1,1,2,0,1,2,2,0,0,1,0,4,4,3,1,1,11,11,1,0,1,N/A,N/A,2,2
101152,0,2,2,3,N/A,N/A,N/A,2,2,1,2,2,2,2,1,2,N/A,N/A,N/A,N/A,3,1,1,2,2,2,5,3,4,0,3,0,3,0,5,N/A,2,1,5,N/A,3,0,1,1,4,0,2,1,5,N/A,N/A,1,3,3,4,1,3,4,2,1,3,2,2,3,,1,2,3,2,1,1,3,N/A,10,0,2,3,2,1,1,0,0,1,1,2,1,1,3,3,1,1,0,N/A,10,1,1
101164,0,1,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,4,1,1,2,3,2,2,3,3,0,4,0,3,0,4,0,2,1,2,1,3,0,2,1,4,0,1,1,5,N/A,N/A,3,6,3,2,2,4,4,4,5,1,2,2,5,,1,2,5,2,5,3,1,1,7,0,2,1,3,1,0,0,1,4,1,4,1,1,5,5,1,0,1,N/A,N/A,1,1
101169,0,4,3,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,1,1,1,2,5,1,5,4,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,1,1,5,N/A,5,N/A,5,N/A,N/A,1,4,3,4,4,3,2,2,3,2,1,2,13,,1,2,2,5,1,6,2,N/A,11,N/A,2,5,1,0,0,0,0,2,2,4,N/A,1,99,0,1,N/A,1,N/A,N/A,2,2
101176,1,2,2,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,2,1,2,2,2,2,5,N/A,2,1,1,1,5,N/A,1,1,2,1,1,1,5,N/A,1,1,5,N/A,1,1,N/A,1,3,3,5,1,1,1,1,1,2,1,2,7,,2,1,5,2,1,1,2,N/A,9,N/A,1,1,3,1,0,0,0,2,2,4,1,0,7,0,2,0,1,N/A,N/A,2,2
101202,1,2,2,2,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,1,2,2,1,3,4,2,1,3,0,2,1,2,1,2,1,2,1,3,0,3,0,3,0,2,1,2,1,1,1,1,3,3,1,2,4,3,2,2,2,2,1,,1,1,2,1,2,5,2,N/A,11,N/A,1,1,1,0,0,0,1,1,1,4,1,1,1,1,2,0,0,3,6,1,1
101263,0,2,2,5,N/A,N/A,N/A,2,5,2,2,2,2,2,2,2,N/A,N/A,N/A,N/A,5,5,1,2,2,2,2,2,3,0,3,0,2,1,2,1,3,0,2,1,2,1,2,1,2,1,2,1,2,1,N/A,3,3,3,2,3,3,3,3,2,3,3,2,6,,2,1,5,2,3,6,3,N/A,9,N/A,1,1,3,1,0,0,1,2,1,4,1,0,6,0,2,0,0,N/A,N/A,1,1
101265,0,4,2,4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,3,1,1,2,1,1,4,1,4,0,1,1,4,0,2,1,1,1,4,0,4,0,1,1,4,0,1,1,1,1,N/A,1,3,3,1,1,1,1,4,1,2,2,2,2,,1,1,6,1,2,1,1,4,5,1,1,2,4,0,1,0,1,1,1,1,N/A,1,2,2,1,0,0,6,N/A,2,2
101266,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,2,1,2,3,2,1,4,0,3,0,3,0,2,1,1,1,4,0,3,0,3,0,4,0,2,1,2,2,3,3,3,1,3,4,4,1,2,2,2,1,,2,2,3,5,1,6,1,3,11,1,2,4,2,0,0,0,0,1,1,3,0,0,1,0,2,1,0,5,N/A,2,2
